Transcript	logFC	AveExpr	t	P.Value	adj.P.Val	B	associated.gene
PB.3.214	0.965383708473054	15.0243748742049	5.43472780327385	5.74319263032923e-08	0.000146451412073395	7.97965699069989	NA
PB.3.1519	-1.34489950129186	10.5519770410203	-4.85693286113166	1.22783076473934e-06	0.00156548422504266	5.01992719949635	NA
PB.3.1148	-2.18598464098352	5.19532600030354	-4.69576698373956	2.72573712659841e-06	0.00231687655760865	3.5343043023049	NA
PB.3.2112	-1.70913905709297	6.94464788799257	-4.48873883601533	7.32240036780745e-06	0.00466803023447725	3.13090603683575	NA
PB.3.1353	-3.70225828304812	1.91365315176526	-3.5919791448994	0.000331268960620832	0.168947169916624	-1.87569575773922	NA
PB.3.2202	-1.72808579985335	4.28929807525187	-3.25375244476258	0.00114633777056985	0.487193552492188	-1.25337781504552	NA
PB.3.151	2.04863643043512	3.52161459850661	3.18104960596655	0.0014762226209585	0.502947591086555	-1.67222955092659	NA
PB.2.140	0.839095581606957	10.9284540434943	3.13538481368918	0.00172604372534198	0.502947591086555	-1.35257053597918	NA
PB.2.138	0.731749623350273	12.2590782141495	3.10369085716101	0.00192169428987805	0.502947591086555	-1.49153702027533	NA
PB.3.1136	-1.13790074191066	7.37358157327303	-3.0896749704039	0.00201454720929069	0.502947591086555	-1.45879339065916	NA
PB.3.268	0.767866646306587	11.6318945464797	3.06754387320125	0.00216957784390279	0.502947591086555	-1.57168882563607	NA
PB.3.2270	0.732090315105815	11.8706205013991	2.99185145554009	0.00278618397175175	0.565916425575029	-1.79647761928786	NA
PB.3.842	0.526389388140361	14.9755757750128	2.95474550714301	0.00314358177003797	0.565916425575029	-2.0852047127183	NA
PB.3.1502	-1.09727909950236	7.19839146301487	-2.9411613442032	0.00328454660384411	0.565916425575029	-1.85153554612214	NA
PB.3.58	0.715246555867104	11.9177921566723	2.93635352185278	0.0033358022058176	0.565916425575029	-1.95327390368942	NA
PB.3.1375	-3.13834715221568	0.834561009378894	-2.90800396859632	0.00365313388197061	0.565916425575029	-2.99785210956807	NA
PB.3.147	2.950804964735	1.99552505682258	2.89789457254797	0.00377277617050019	0.565916425575029	-2.91655504307559	NA
PB.3.1642	-1.10853549687867	6.54055411540854	-2.82753788744228	0.00470902926555312	0.650598427195044	-2.14027307741167	NA
PB.3.1028	2.92677621651674	1.17054960968323	2.81822486489055	0.00484759612419837	0.650598427195044	-3.05484767996968	NA
PB.3.496	0.632312215316386	12.5823248643141	2.76842821559851	0.00565308063560701	0.654574333402394	-2.43885173307709	NA
PB.3.1732	2.87743172603347	1.14015911471301	2.76310547344839	0.00574595933460889	0.654574333402394	-3.13063929019342	NA
PB.3.48	2.8097169791335	1.89654288773979	2.74184305679072	0.00613086214095967	0.654574333402394	-3.13532698080072	NA
PB.2.559	-1.83351897136568	3.11304662708151	-2.73430482945733	0.00627280305454254	0.654574333402394	-2.62791498513134	NA
PB.3.1528	-0.976110423199992	7.74324613832397	-2.72718026522662	0.00640966767487023	0.654574333402394	-2.38305185211845	NA
PB.2.1	0.698273867391809	11.3352358193431	2.71295895466187	0.00669092695215163	0.654574333402394	-2.519005519749	NA
PB.2.258	0.512693435847982	14.3914125471396	2.70175543781437	0.00692026501666945	0.654574333402394	-2.73189010198234	NA
PB.3.1097	1.19423402913375	5.55732323942373	2.70124946800225	0.00693078705955476	0.654574333402394	-2.45389961019017	NA
PB.3.1102	1.61945427859635	3.75444513160952	2.68647544405347	0.00724443238623755	0.657048627930404	-2.6291694212233	NA
PB.3.2474	1.07344694664827	6.41945875388073	2.67609710214208	0.0074723177294046	0.657048627930404	-2.49915190267823	NA
PB.3.1170	2.78490232400756	1.09817295538449	2.66405037103372	0.00774488599140844	0.658315309269717	-3.26079998874487	NA
PB.3.1793	-1.63482961228699	3.45735084091879	-2.64702155583923	0.00814538197168683	0.666619309398488	-2.72221069389009	NA
PB.3.868	2.74166905154932	1.07990708983706	2.61802007185827	0.00887030069634441	0.666619309398488	-3.31940131224661	NA
PB.2.139	0.71081388087317	10.7392330042019	2.61080907390389	0.00905926753795478	0.666619309398488	-2.74541985138582	NA
PB.3.1539	-1.7373802831914	3.07849544905177	-2.59808578688791	0.00940147030218404	0.666619309398488	-2.8718486380986	NA
PB.3.1198	-2.84991735833491	0.701932330204199	-2.58231627846537	0.00984158207212757	0.666619309398488	-3.42532892808884	NA
PB.3.934	0.545631248677768	13.293784260862	2.56489684087331	0.0103490060423889	0.666619309398488	-2.99906658845103	NA
PB.3.343	-2.72296406485037	1.47614771501735	-2.55050300883972	0.0107857307640139	0.666619309398488	-3.4224813207993	NA
PB.3.2486	1.68932279445681	3.20578609330087	2.52632552083376	0.0115562756622264	0.666619309398488	-2.9966414264399	NA
PB.3.1237	-1.42894071260184	3.7964232353745	-2.49301651722412	0.0126977645399286	0.666619309398488	-2.96657457040139	NA
PB.3.1708	-0.918363332503564	7.32384377400512	-2.48395775515369	0.0130249910173864	0.666619309398488	-2.93426368455896	NA
PB.3.1754	2.60742639663126	1.00753043553831	2.47100028725031	0.013506014367477	0.666619309398488	-3.50060819009795	NA
PB.3.1030	2.59959844670177	1.00753043553831	2.46358191235416	0.0137884194620279	0.666619309398488	-3.50901274385458	NA
